uid_,uid,manufacturerName,modelName,fixtureName,whCode,serialNumber,fwVersion,errors (not read),errors (total),lamp lifetime (hrs),led engine (w/hrs),fixture lifetime (hrs)
43502C25C499,43502C25C499,Clay Paky,HY B-Eye K25,S/N BA000248,1.cp_k25b_091,BA000248,2.25.005,0,19,-,1957,1503
43502C259C03,43502C259C03,Clay Paky,HY B-Eye K25,S/N AI002489,1.cp_k25b_038,,2.24.001,0,1178,-,3879,2413
43502C259B77,43502C259B77,Clay Paky,HY B-Eye K25,S/N AI002462,1.cp_k25b_019,,2.25.002,0,1768,-,6963,4020
43502C25C803,43502C25C803,Clay Paky,HY B-Eye K25,,,BA000230,2.25.002,0,0,-,840,1207
43502C25C813,43502C25C813,Clay Paky,HY B-Eye K25,S/N BA000228,1.cp_k25b_067,BA000228,2.25.005,0,4,-,1428,1272
43502C25C419,43502C25C419,Clay Paky,HY B-Eye K25,S/N BA000167,,BA000167,2.25.002,0,9,-,1265,1374
43502C259D63,43502C259D63,Clay Paky,HY B-Eye K25,S/N AI003710,1.cp_k25b_102,,2.25.002,0,0,-,549,723
43502C259BDD,43502C259BDD,Clay Paky,HY B-Eye K25,S/N AI002521,1.cp_k25b_010,,2.25.005,0,1856,-,5721,4651
43502C25C3D9,43502C25C3D9,Clay Paky,HY B-Eye K25,S/N BA000243,1.cp_k25b_065,BA000243,2.25.005,0,8,-,1716,1821
43502C259BBF,43502C259BBF,Clay Paky,HY B-Eye K25,S/N AI002523,1.cp_k25b_015,,2.25.005,0,1077,-,6696,5316
43502C25C7F9,43502C25C7F9,Clay Paky,HY B-Eye K25,S/N BA000241,1.cp_k25b_064,BA000241,2.25.005,0,16,-,1230,1616
43502C25A41E,43502C25A41E,Clay Paky,HY B-Eye K25,S/N AI002198,1.cp_k25b_097,,2.25.005,0,2,-,1531,1230
43502C25CA92,43502C25CA92,Clay Paky,HY B-Eye K25,S/N BA000794,1.cp_k25b_083,BA000794,2.25.005,0,21,-,1585,1484
43502C259BED,43502C259BED,Clay Paky,HY B-Eye K25,S/N AI002493,1.cp_k25b_004,,2.25.005,0,1082,-,6833,5917
43502C259C12,43502C259C12,Clay Paky,HY B-Eye K25,S/N AI002439,1.cp_k25b_049,,2.24.001,0,1147,-,3563,2554
43502C259C0B,43502C259C0B,Clay Paky,HY B-Eye K25,S/N AI002502,1.cp_k25b_003,,2.24.001,0,1074,-,4071,2508
43502C259BF1,43502C259BF1,Clay Paky,HY B-Eye K25,S/N AI002457,1.cp_k25b_096,,2.25.005,0,1152,-,5882,4556
43502C259BE6,43502C259BE6,Clay Paky,HY B-Eye K25,S/N AI002479,1.cp_k25b_036,,2.25.002,0,2287,-,6593,4927
43502C25CB56,43502C25CB56,Clay Paky,HY B-Eye K25,S/N BA001876,1.cp_k25b_098,BA001876,2.25.005,0,0,-,895,1300
43502C25CAFC,43502C25CAFC,Clay Paky,HY B-Eye K25,S/N BA001839,1.cp_k25b_093,BA001839,2.25.005,0,9,-,850,1270
43502C25C7D8,43502C25C7D8,Clay Paky,HY B-Eye K25,S/N BA000824,1.cp_k25b_101,BA000824,2.25.002,0,29,-,757,1657
43502C259BCA,43502C259BCA,Clay Paky,HY B-Eye K25,S/N AI002531,1.cp_k25b_016,,2.25.002,0,27403,-,6760,4500
43502C25C839,43502C25C839,Clay Paky,HY B-Eye K25,S/N BA000820,1.cp_k25b_099,BA000820,2.25.005,0,23,-,1183,1589
43502C259BDF,43502C259BDF,Clay Paky,HY B-Eye K25,S/N AI002509,1.cp_k25b_027,,2.25.005,0,1213,-,7496,4580
43502C259C25,43502C259C25,Clay Paky,HY B-Eye K25,S/N AI002519,1.cp_k25b_032,,2.25.002,0,1175,-,5333,4119
43502C25C816,43502C25C816,Clay Paky,HY B-Eye K25,S/N BA000229,1.cp_k25b_005,BA000229,2.25.005,0,0,-,1210,2250
43502C259C4B,43502C259C4B,Clay Paky,HY B-Eye K25,S/N AI002550,1.cp_k25b_009,,2.25.004,0,2272,-,6121,4796
43502C259BFA,43502C259BFA,Clay Paky,HY B-Eye K25,S/N AI002481,1.cp_k25b_006,,2.24.001,0,1117,-,4655,2534
43502C259B9F,43502C259B9F,Clay Paky,HY B-Eye K25,S/N AI002459,1.cp_k25b_053,,2.25.005,0,951,-,7287,5499
43502C259C2D,43502C259C2D,Clay Paky,HY B-Eye K25,S/N AI002508,1.cp_k25b_028,,2.25.005,0,2472,-,7017,4959
43502C259C15,43502C259C15,Clay Paky,HY B-Eye K25,S/N AI002441,1.cp_k25b_037,,2.25.005,0,2057,-,6354,4693
43502C259BA4,43502C259BA4,Clay Paky,HY B-Eye K25,S/N AI002511,1.cp_k25b_001,,2.24.001,0,1030,-,3047,2078
43502C259BEB,43502C259BEB,Clay Paky,HY B-Eye K25,,,,2.25.002,0,1945,-,4764,3578
43502C259C16,43502C259C16,Clay Paky,HY B-Eye K25,S/N AI002452,1.cp_k25b_018,,2.25.002,0,1204,-,7094,4970
43502C259C27,43502C259C27,Clay Paky,HY B-Eye K25,S/N AI002549,1.cp_k25b_002,,2.24.001,0,1012,-,4197,2251
43502C259BAF,43502C259BAF,Clay Paky,HY B-Eye K25,S/N AI002470,1.cp_k25b_041,,2.25.002,0,1302,-,6671,3852
43502C259BD0,43502C259BD0,Clay Paky,HY B-Eye K25,S/N AI002467,1.cp_k25b_039,,2.24.001,0,1134,-,3944,2627
43502C259C02,43502C259C02,Clay Paky,HY B-Eye K25,S/N AI002498,1.cp_k25b_056,,2.24.001,0,1057,-,3545,2266
43502C259C0C,43502C259C0C,Clay Paky,HY B-Eye K25,S/N AI002490,1.cp_k25b_023,,2.24.001,0,1210,-,4205,2422
43502C259C46,43502C259C46,Clay Paky,HY B-Eye K25,S/N AI002539,1.cp_k25b_051,,2.25.002,0,1947,-,6377,4138
43502C25C25D,43502C25C25D,Clay Paky,HY B-Eye K25,S/N BA000168,1.cp_k25b_061,BA000168,2.25.005,0,1,-,1125,1873
43502C259BEA,43502C259BEA,Clay Paky,HY B-Eye K25,S/N AI002512,1.cp_k25b_033,,2.25.005,0,1292,-,8001,5402
43502C259BE8,43502C259BE8,Clay Paky,HY B-Eye K25,S/N AI002458,1.cp_k25b_035,,2.25.005,0,2447,-,7297,5378
43502C259C3F,43502C259C3F,Clay Paky,HY B-Eye K25,S/N AI002503,1.cp_k25b_047,,2.25.005,0,2161,-,7154,5387
22A689E9ECB7,22A689E9ECB7,RS,LED Wash,,,,V2.01,0,0,0,-,8276
22A64BA153B5,22A64BA153B5,GZ,LED Wash,,,,V2.01,0,0,0,-,5914
22A64DECCCE5,22A64DECCCE5,GZ,LED Wash,,,,V2.01,0,0,0,-,1291
435012B00123,435012B00123,Clay Paky,Mini B,S/N AI105119,1.cp_Mini-b_059,,V2.6,0,0,-,1259,2972
435012B0006D,435012B0006D,Clay Paky,Mini B,S/N AI104936,1.cp_Mini-b_020,,V2.6,0,0,-,1296,3727
435012B002E8,435012B002E8,Clay Paky,Mini B,S/N AI106451,1.cp_Mini-b_087,,V2.6,0,0,-,1022,2792
435012B01765,435012B01765,Clay Paky,Mini B,S/N BA101182,1.cp_Mini-b_113,,V2.6,0,0,-,121,287
435012B01799,435012B01799,Clay Paky,Mini B,S/N BA101334,1.cp_Mini-b_128,,V2.6,0,0,-,113,321
435012B01857,435012B01857,Clay Paky,Mini B,S/N BA101740,1.cp_Mini-b_117,,V2.6,0,0,-,139,302
435012B0005C,435012B0005C,Clay Paky,Mini B,S/N AI104917,1.cp_Mini-b_003,,V2.6,0,0,-,1103,3498
435012B0172C,435012B0172C,Clay Paky,Mini B,S/N BA101188,1.cp_Mini-b_127,,V2.6,0,0,-,337,963
435012B0170E,435012B0170E,Clay Paky,Mini B,S/N BA101166,1.cp_Mini-b_133,,V2.6,0,0,-,289,734
435012B002EA,435012B002EA,Clay Paky,Mini B,S/N AI106450,1.cp_Mini-b_082,,V2.6,0,0,-,1269,3601
435012B002FC,435012B002FC,Clay Paky,Mini B,S/N AI106479,1.cp_Mini-b_093,,V2.6,0,0,-,1313,3910
435012B006A2,435012B006A2,Clay Paky,Mini B,,,,V2.1,0,0,-,0,0
435012B016FB,435012B016FB,Clay Paky,Mini B,S/N BA101151,1.cp_Mini-b_132,,V2.6,0,0,-,307,744
435012B017FB,435012B017FB,Clay Paky,Mini B,S/N BA101333,1.cp_Mini-b_130,,V2.6,0,0,-,31,114
435012B00080,435012B00080,Clay Paky,Mini B,S/N AI104955,1.cp_Mini-b_034,,V2.6,0,0,-,1205,3899
435012B01766,435012B01766,Clay Paky,Mini B,S/N BA101201,1.cp_Mini-b_119,,V2.6,0,0,-,284,772
435012B0004B,435012B0004B,Clay Paky,Mini B,S/N AI104957,1.cp_Mini-b_047,,V2.1,0,0,-,0,0
435012B0012C,435012B0012C,Clay Paky,Mini B,S/N AI105120,1.cp_Mini-b_060,,V2.6,0,0,-,1287,3721
435012B002F5,435012B002F5,Clay Paky,Mini B,S/N AI104961,1.cp_Mini-b_043,,V2.6,0,0,-,1087,2879
435012B01A50,435012B01A50,Clay Paky,Mini B,S/N BA103825,1.cp_Mini-b_152,,V2.6,0,0,-,134,301
435012B00129,435012B00129,Clay Paky,Mini B,S/N AI105133,1.cp_Mini-b_080,,V2.6,0,0,-,1154,3515
435012B01ADA,435012B01ADA,Clay Paky,Mini B,S/N BA103897,1.cp_Mini-b_153,,V2.6,0,0,-,102,294
435012B0005A,435012B0005A,Clay Paky,Mini B,S/N AI104910,1.cp_Mini-b_006,,V2.1,0,0,-,0,0
435012B002DD,435012B002DD,Clay Paky,Mini B,S/N AI106459,1.cp_Mini-b_089,,V2.6,0,0,-,766,2661
435012B011B8,435012B011B8,Clay Paky,Mini B,S/N BZ101130,1.cp_Mini-b_141,,V2.6,0,0,-,350,1041
435012B005FC,435012B005FC,Clay Paky,Mini B,S/N AI104912,1.cp_Mini-b_026,,V2.6,0,0,-,446,1685
435012B0011D,435012B0011D,Clay Paky,Mini B,S/N AI105111,1.cp_Mini-b_063,,V2.6,0,0,-,1095,3514
435012B01739,435012B01739,Clay Paky,Mini B,S/N BA101176,1.cp_Mini-b_138,,V2.6,0,0,-,299,690
435012B01753,435012B01753,Clay Paky,Mini B,S/N BA101193,1.cp_Mini-b_135,,V2.6,0,0,-,267,768
435012B011C1,435012B011C1,Clay Paky,Mini B,S/N BZ101129,1.cp_Mini-b_142,,V2.6,0,0,-,290,931
435012B0006F,435012B0006F,Clay Paky,Mini B,S/N AI104935,1.cp_Mini-b_013,,V2.6,0,0,-,1214,3790
435012B0008B,435012B0008B,Clay Paky,Mini B,S/N AI104968,1.cp_Mini-b_050,,V2.6,0,0,-,1322,4015
435012B01AD6,435012B01AD6,Clay Paky,Mini B,S/N  ?,1.cp_Mini-b_145,,V2.6,0,0,-,70,284
435012B002F0,435012B002F0,Clay Paky,Mini B,S/N AI106466,1.cp_Mini-b_104,,V2.6,0,0,-,1522,3948
435012B01801,435012B01801,Clay Paky,Mini B,S/N BA101336,1.cp_Mini-b_121,,V2.6,0,0,-,140,287
435012B01202,435012B01202,Clay Paky,Mini B,S/N AI105118,1.cp_Mini-b_057,,V2.6,0,0,-,112,250
435012B01780,435012B01780,Clay Paky,Mini B,S/N BA101206,1.cp_Mini-b_122,,V2.6,0,0,-,144,318
435012B005FE,435012B005FE,Clay Paky,Mini B,S/N AI105109,1.cp_Mini-b_069,,V2.6,0,0,-,588,1669
435012B0182D,435012B0182D,Clay Paky,Mini B,S/N BA101685,1.cp_Mini-b_107,,V2.6,0,0,-,400,807
435012B00049,435012B00049,Clay Paky,Mini B,S/N AI104901,1.cp_Mini-b_007,,V2.6,0,0,-,1227,3724
435012B01858,435012B01858,Clay Paky,Mini B,S/N BA101733,1.cp_Mini-b_114,,V2.6,0,0,-,73,198
435012B0005D,435012B0005D,Clay Paky,Mini B,S/N AI104914,1.cp_Mini-b_008,,V2.6,0,0,-,1506,4466
435012B00082,435012B00082,Clay Paky,Mini B,S/N AI104954,1.cp_Mini-b_035,,V2.6,0,0,-,1219,3798
435012B00059,435012B00059,Clay Paky,Mini B,S/N AI104909,1.cp_Mini-b_032,,V2.6,0,0,-,1503,4523
435012B0010F,435012B0010F,Clay Paky,Mini B,S/N AI105095,1.cp_Mini-b_058,,V2.6,0,0,-,974,3196
435012B017A5,435012B017A5,Clay Paky,Mini B,S/N BA101175,1.cp_Mini-b_115,,V2.6,0,0,-,316,955
435012B01731,435012B01731,Clay Paky,Mini B,S/N BA101199,1.cp_Mini-b_123,,V2.6,0,0,-,353,954
435012B00077,435012B00077,Clay Paky,Mini B,S/N AI104944,1.cp_Mini-b_22,,V2.6,0,0,-,1302,4263
435012B0004A,435012B0004A,Clay Paky,Mini B,S/N AI104899,1.cp_Mini-b_005,,V2.6,0,0,-,1450,4261
435012B00064,435012B00064,Clay Paky,Mini B,S/N AI104925,1.cp_Mini-b_024,,V2.6,0,0,-,1168,3513
435012B01AD8,435012B01AD8,Clay Paky,Mini B,S/N BA103905,1.cp_Mini-b_148,,V2.6,0,0,-,138,306
435012B00063,435012B00063,Clay Paky,Mini B,S/N AI104926,1.cp_Mini-b_004,,V2.6,0,0,-,1351,4060
435012B01778,435012B01778,Clay Paky,Mini B,S/N BA101184,1.cp_Mini-b_129,,V2.6,0,0,-,156,317
435012B0010E,435012B0010E,Clay Paky,Mini B,S/N AI105096,1.cp_Mini-b_053,,V2.6,0,0,-,1141,3626
435012B01747,435012B01747,Clay Paky,Mini B,S/N BA101183,1.cp_Mini-b_110,,V2.6,0,0,-,102,232
435012B01A75,435012B01A75,Clay Paky,Mini B,S/N BA103886,1.cp_Mini-b_154,,V2.6,0,0,-,62,319
435012B002EB,435012B002EB,Clay Paky,Mini B,S/N BA101332,1.cp_Mini-b_139,,V2.6,0,0,-,1265,3809
435012B01756,435012B01756,Clay Paky,Mini B,S/N BA101181,1.cp_Mini-b_126,,V2.6,0,0,-,105,295
435012B00044,435012B00044,Clay Paky,Mini B,S/N AI104919,1.cp_Mini-b_019,,V2.1,0,0,-,0,0
435012B0006C,435012B0006C,Clay Paky,Mini B,S/N AI104927,1.cp_Mini-b_031,,V2.6,0,0,-,1484,4407
435012B01A61,435012B01A61,Clay Paky,Mini B,S/N BA103824,1.cp_Mini-b_156,,V2.6,0,0,-,47,301
435012B01730,435012B01730,Clay Paky,Mini B,S/N BA101195,1.cp_Mini-b_111,,V2.6,0,0,-,354,983
435012B01ABA,435012B01ABA,Clay Paky,Mini B,S/N BA103877,1.cp_Mini-b_147,,V2.6,0,0,-,84,306
435012B0173A,435012B0173A,Clay Paky,Mini B,S/N BA101187,1.cp_Mini-b_137,,V2.1,0,0,-,0,0
435012B017F7,435012B017F7,Clay Paky,Mini B,S/N BA101329,1.cp_Mini-b_106,,V2.6,0,0,-,298,700
435012B002F7,435012B002F7,Clay Paky,Mini B,S/N AI106461,1.cp_Mini-b_096,,V2.6,0,0,-,823,3043
435012B00108,435012B00108,Clay Paky,Mini B,S/N AI105092,1.cp_Mini-b_076,,V2.6,0,0,-,1205,3388
435012B00191,435012B00191,Clay Paky,Mini B,S/N AI105220,1.cp_Mini-b_070,,V2.6,0,0,-,1233,3316
435012B00098,435012B00098,Clay Paky,Mini B,S/N AI104974,1.cp_Mini-b_049,,V2.6,0,0,-,1520,4593
435012B00127,435012B00127,Clay Paky,Mini B,S/N AI10512/?,1.cp_Mini-b_074,,V2.6,0,0,-,1200,3730
435012B00089,435012B00089,Clay Paky,Mini B,S/N AI104915,,,V2.1,0,0,-,0,0
435012B002E9,435012B002E9,Clay Paky,Mini B,S/N AI106452,1.cp_Mini-b_091,,V2.6,0,0,-,1476,4048
435012B011F7,435012B011F7,Clay Paky,Mini B,S/N AI104952,1.cp_Mini-b_037,,V2.6,0,0,-,376,1187
435012B0008D,435012B0008D,Clay Paky,Mini B,S/N AI104967,1.cp_Mini-b_048,,V2.6,0,0,-,1594,4316
435012B017F9,435012B017F9,Clay Paky,Mini B,S/N BA101331,1.cp_Mini-b_112,,V2.6,0,0,-,333,745
435012B01A52,435012B01A52,Clay Paky,Mini B,S/N BA103826,1.cp_Mini-b_157,,V2.6,0,0,-,95,324
435012B01A73,435012B01A73,Clay Paky,Mini B,S/N BA103884,1.cp_Mini-b_155,,V2.6,0,0,-,140,466
435012B01A92,435012B01A92,Clay Paky,Mini B,S/N BA103871,1.cp_Mini-b_158,,V2.6,0,0,-,95,284
435012B01205,435012B01205,Clay Paky,Mini B,S/N AI105123,1.cp_Mini-b_051,,V2.6,0,0,-,81,376
435012B01A18,435012B01A18,Clay Paky,Mini B,S/N BA103765,1.cp_Mini-b_142,,V2.6,0,0,-,94,300
435012B00198,435012B00198,Clay Paky,Mini B,S/N AI105209,1.cp_Mini-b_068,,V2.6,0,0,-,1174,3137
435012B01800,435012B01800,Clay Paky,Mini B,S/N BA101335,1.cp_Mini-b_108,,V2.6,0,0,-,364,972
435012B002DE,435012B002DE,Clay Paky,Mini B,S/N AI106457,1.cp_Mini-b_194,,V2.6,0,0,-,220,894
435012B01732,435012B01732,Clay Paky,Mini B,S/N BA101192,1.cp_Mini-b_120,,V2.63,0,0,-,313,848
435012B002FA,435012B002FA,Clay Paky,Mini B,S/N AI106468,1.cp_Mini-b_102,,V2.6,0,0,-,1262,4237
435012B00051,435012B00051,Clay Paky,Mini B,S/N AI104905,1.cp_Mini-b_028,,V2.1,0,0,-,0,0
435012B002DF,435012B002DF,Clay Paky,Mini B,S/N AI106455,1.cp_Mini-b_90,,V2.6,0,0,-,1019,2615
435012B01AD7,435012B01AD7,Clay Paky,Mini B,S/N BA103910,1.cp_Mini-b_150,,V2.6,0,0,-,69,282
435012B0178F,435012B0178F,Clay Paky,Mini B,S/N BA101200,1.cp_Mini-b_136,,V2.6,0,0,-,323,762
435012B00120,435012B00120,Clay Paky,Mini B,S/N AI105115,1.cp_Mini-b_062,,V2.6,0,0,-,1195,3808
435012B01718,435012B01718,Clay Paky,Mini B,S/N BA101170,1.cp_Mini-b_109,,V2.6,0,0,-,344,926
435012B01A54,435012B01A54,Clay Paky,Mini B,S/N BA103879,1.cp_Mini-b_143,,V2.6,0,0,-,101,279
435012B00119,435012B00119,Clay Paky,Mini B,S/N AI105104,1.cp_Mini-b_64,,V2.6,0,0,-,1386,3868
435012B017F8,435012B017F8,Clay Paky,Mini B,S/N BA101330,1.cp_Mini-b_131,,V2.6,0,0,-,113,319
435012B01A95,435012B01A95,Clay Paky,Mini B,S/N BA103878,1.cp_Mini-b_141,,V2.6,0,0,-,74,279
435012B0007A,435012B0007A,Clay Paky,Mini B,S/N AI104949,1.cp_Mini-b_016,,V2.6,0,0,-,1434,4717
435012B00085,435012B00085,Clay Paky,Mini B,S/N AI104953,1.cp_Mini-b_045,,V2.6,0,0,-,1654,4170
435012B002E7,435012B002E7,Clay Paky,Mini B,S/N AI106456,1.cp_Mini-b_099,,V2.6,0,0,-,1377,4011
435012B01AD1,435012B01AD1,Clay Paky,Mini B,S/N ?,1.cp_Mini-b_151,,V2.6,0,0,-,70,133
435012B002C5,435012B002C5,Clay Paky,Mini B,S/N AI106449,1.cp_Mini-b_084,,V2.6,0,0,-,889,2604
435012B002F4,435012B002F4,Clay Paky,Mini B,S/N AI106463,1.cp_Mini-b_095,,V2.6,0,0,-,1597,3813
435012B01A99,435012B01A99,Clay Paky,Mini B,S/N BA103890,1.cp_Mini-b_146,,V2.6,0,0,-,111,243
435012B01752,435012B01752,Clay Paky,Mini B,S/N BA101194,1.cp_Mini-b_140,,V2.6,0,0,-,319,777
435012B00056,435012B00056,Clay Paky,Mini B,S/N AI104903,1.cp_Mini-b_012,,V2.6,0,0,-,1468,4265
435012B00069,435012B00069,Clay Paky,Mini B,S/N AI104931,1.cp_Mini-b_027,,V2.6,0,0,-,1333,3306
435012B01790,435012B01790,Clay Paky,Mini B,S/N BA101207,1.cp_Mini-b_125,,V2.6,0,0,-,361,758
435012B00165,435012B00165,Clay Paky,Mini B,S/N AI105177,1.cp_Mini-b_052,,V2.6,0,0,-,1389,4100
435012B00075,435012B00075,Clay Paky,Mini B,S/N AI105098,1.cp_Mini-b_075,,V2.6,0,0,-,1289,3542
435012B002E0,435012B002E0,Clay Paky,Mini B,S/N AI106454,1.cp_Mini-b_100,,V2.6,0,0,-,1079,3285
435012B01784,435012B01784,Clay Paky,Mini B,S/N BA101205,1.cp_Mini-b_105,,V2.6,0,0,-,112,319
435012B0010C,435012B0010C,Clay Paky,Mini B,S/N AI105097,1.cp_Mini-b_72,,V2.6,0,0,-,1034,2530
435012B01763,435012B01763,Clay Paky,Mini B,S/N BA101202,1.cp_Mini-b_118,,V2.6,0,0,-,374,767
435012B01ABB,435012B01ABB,Clay Paky,Mini B,S/N BA103876,1.cp_Mini-b_149,,V2.6,0,0,-,131,291
435012B001AD,435012B001AD,Clay Paky,Mini B,S/N AI105268,1.cp_Mini-b_066,,V2.6,0,0,-,1469,4138
435012B00073,435012B00073,Clay Paky,Mini B,S/N AI104940,1.cp_Mini-b_009,,V2.6,0,0,-,856,3268
435012B002F6,435012B002F6,Clay Paky,Mini B,S/N AI105462,1.cp_Mini-b_098,,V2.6,0,0,-,1276,4070
435012B0176B,435012B0176B,Clay Paky,Mini B,S/N BA101185,1.cp_Mini-b_124,,V2.6,0,0,-,70,181
435012B0010A,435012B0010A,Clay Paky,Mini B,S/N AI105090,1.cp_Mini-b_067,,V2.6,0,0,-,1372,3718
435012B01ABC,435012B01ABC,Clay Paky,Mini B,S/N BA103895,1.cp_Mini-b_144,,V2.6,0,0,-,130,234
435012B00190,435012B00190,Clay Paky,Mini B,S/N AI105221,1.cp_Mini-b_073,,V2.6,0,0,-,1207,4049
435012B00090,435012B00090,Clay Paky,Mini B,S/N AI104962,1.cp_Mini-b_039,,V2.6,0,0,-,1220,3648
435012B00068,435012B00068,Clay Paky,Mini B,S/N AI104932,1.cp_Mini-b_025,,V2.6,0,0,-,789,2942
435012B00117,435012B00117,Clay Paky,Mini B,S/N AI105107,1.cp_Mini-b_056,,V2.6,0,0,-,1081,3147
435012B01728,435012B01728,Clay Paky,Mini B,S/N BA101157,1.cp_Mini-b_116,,V2.6,0,0,-,282,960
435012B00050,435012B00050,Clay Paky,Mini B,S/N AI104906,1.cp_Mini-b_029,,V2.6,0,0,-,1402,3511
435012B00062,435012B00062,Clay Paky,Mini B,S/N AI104924,1.cp_Mini-b_014,,V2.6,0,0,-,1407,4344
435012B00084,435012B00084,Clay Paky,Mini B,S/N AI104963,1.cp_Mini-b_046,,V2.6,0,0,-,1131,3428
435030021BB8,435030021BB8,Clay Paky,Mythos 2,S/N AD016470/46,1.cp_mythos_060,,2.25.003,0,1137,570,-,7172
435030051F50,435030051F50,Clay Paky,Mythos 2,S/N AE015707/31,1.cp_mythos_043,,2.25.004,0,87,2068,-,7157
43503002196A,43503002196A,Clay Paky,Mythos 2,S/N AD016449/46,1.cp_mythos_052,,2.25.004,0,3755,1574,-,7151
4350300214B4,4350300214B4,Clay Paky,Mythos 2,S/N AD017429/48,1.cp_mythos_016,,2.25.005,0,245,10,-,8443
4.3503E+11,435030021997,Clay Paky,Mythos 2,S/N AD016276/46,1.cp_mythos_041,,2.25.003,0,345,813,-,7916
435030021B30,435030021B30,Clay Paky,Mythos 2,S/N AD016474/46,1.cp_mythos_057,,2.25.005,0,1103,153,-,8133
435030021BBA,435030021BBA,Clay Paky,Mythos 2,S/N AD016467/46,1.cp_mythos_001,,2.25.005,0,3983,0,-,8483
4350300215AE,4350300215AE,Clay Paky,Mythos 2,S/N AD016482/46,1.cp_mythos_040,,2.25.003,0,441,419,-,7548
4.3503E+11,435030021648,Clay Paky,Mythos 2,S/N AD016384/46,1.cp_mythos_055,,2.25.003,0,304,0,-,7527
4350300215B5,4350300215B5,Clay Paky,Mythos 2,S/N AD017544/48,1.cp_mythos_009,,2.25.004,0,2121,107,-,7787
435030021B22,435030021B22,Clay Paky,Mythos 2,S/N AD017349/48,1.cp_mythos_008,,2.25.004,0,1014,453,-,6020
435030021B86,435030021B86,Clay Paky,Mythos 2,S/N AD016472/46,1.cp_mythos_056,,2.25.003,0,832,410,-,7942
435030021A25,435030021A25,Clay Paky,Mythos 2,S/N AD016379/46,1.cp_mythos_042,,2.25.003,0,141,0,-,7731
4.3503E+11,435030021986,Clay Paky,Mythos 2,S/N AD017502/48,1.cp_mythos_020,,2.25.005,0,556,246,-,7627
4350300214BB,4350300214BB,Clay Paky,Mythos 2,S/N AD017415/48,1.cp_mythos_013,,2.25.004,0,102,2140,-,6858
4.3503E+11,435030021958,Clay Paky,Mythos 2,S/N AD017351/48,1.cp_mythos_039,,2.25.005,0,2088,736,-,7569
435030021DA5,435030021DA5,Clay Paky,Mythos 2,S/N AD016463/46,1.cp_mythos_033,,2.25.005,0,1682,2080,-,8089
4350300218AF,4350300218AF,Clay Paky,Mythos 2,S/N AD017345/48,1.cp_mythos_003,,2.25.005,0,182,461,-,7577
4.3503E+11,435030053425,Clay Paky,Mythos 2,S/N AD017362/48,1.cp_mythos_006,,2.25.004,0,362,293,-,5609
43503002199F,43503002199F,Clay Paky,Mythos 2,S/N AD016450/46,1.cp_mythos_018,,2.25.004,0,177,111,-,8069
43503002842E,43503002842E,Clay Paky,Mythos 2,,,,2.25.002,0,198,263,-,375
435030021B7E,435030021B7E,Clay Paky,Mythos 2,S/N AD016383/46,1.cp_mythos_065,,2.25.003,0,5336,0,-,6813
435030021BCB,435030021BCB,Clay Paky,Mythos 2,S/N AD017390/48,1.cp_mythos_014,,2.25.004,0,693,221,-,8388
435030021AA6,435030021AA6,Clay Paky,Mythos 2,S/N AD016460/46,1.cp_mythos_023,,2.25.004,0,126,428,-,8139
4.3503E+11,435030021665,Clay Paky,Mythos 2,S/N AD016475/46,1.cp_mythos_035,,2.25.003,0,633,0,-,6984
4.3503E+11,435030021725,Clay Paky,Mythos 2,S/N AD017447/48,1.cp_mythos_044,,2.25.003,0,320,0,-,7517
435030021BA0,435030021BA0,Clay Paky,Mythos 2,S/N AD016485/46,1.cp_mythos_051,,2.25.005,0,1545,0,-,7833
435030021B89,435030021B89,Clay Paky,Mythos 2,S/N AD 016466/46,1.cp_mythos_002,,2.25.004,0,231,181,-,8272
435030021C42,435030021C42,Clay Paky,Mythos 2,S/N AD017385,1.cp_mythos_045,,2.25.004,0,506,2094,-,7919
43503002194F,43503002194F,Clay Paky,Mythos 2,S/N AD017545,1.cp_mythos_019,,2.25.004,0,2433,2031,-,6725
435030021C6A,435030021C6A,Clay Paky,Mythos 2,S/N AD017427,1.cp_mythos_034,,2.25.003,0,1030,0,-,7815
4.3503E+11,435030021720,Clay Paky,Mythos 2,S/N AD017430,1.cp_mythos_058,,2.25.003,0,1051,0,-,6629
435030021B1F,435030021B1F,Clay Paky,Mythos 2,S/N AD???,1.cp_mythos_007,,2.25.005,0,0,912,-,7371
4.3503E+11,435030021663,Clay Paky,Mythos 2,S/N AD017570/48,1.cp_mythos_047,,2.25.005,0,907,0,-,8038
4.3503E+11,435030021482,Clay Paky,Mythos 2,S/N AD01?345/48,1.cp_mythos_022,,2.25.004,0,6,67,-,7495
4350300515A5,4350300515A5,Clay Paky,Mythos 2,S/N AD017448,1.cp_mythos_066,,2.25.004,0,492,675,-,7215
435030021C8E,435030021C8E,Clay Paky,Mythos 2,S/N AD017377/48,1.cp_mythos_026,,2.25.004,0,2242,140,-,7505
4350300219AF,4350300219AF,Clay Paky,Mythos 2,S/N AD016475/46,1.cp_mythos_035,,2.25.003,0,148,35,-,8018
4350300217B5,4350300217B5,Clay Paky,Mythos 2,S/N AD017369/48,1.cp_mythos_012,,2.25.001,0,571,1264,-,6058
435030021A98,435030021A98,Clay Paky,Mythos 2,S/N AD017478/48,1.cp_mythos_053,,2.25.003,0,517,1404,-,6966
